vendor_id,rate_code,passenger_count,trip_time_in_secs,trip_distance,payment_type,fare_amount
CMT,1,2,323,1.1,CSH,6.5
CMT,1,1,111,0.4,CRD,3.5
CMT,1,1,274,1,CSH,5.5
CMT,1,1,845,2.8,CRD,12
CMT,1,2,509,1.5,CRD,8
CMT,1,2,339,0.9,CRD,6
CMT,1,2,1551,6.1,CSH,23
CMT,1,1,580,3.4,CRD,12
CMT,1,1,719,2.2,CSH,10.5
CMT,1,1,1260,3.9,CSH,17.5
CMT,1,2,650,3.8,CRD,12.5
CMT,2,1,1772,17.8,CSH,52
CMT,1,2,2584,10.8,CRD,38
CMT,1,1,463,0.7,CRD,6.5
CMT,1,1,264,1.8,CRD,7.5
CMT,1,1,991,3.3,CSH,14.5
CMT,1,1,405,0.8,CRD,6.5
CMT,1,1,618,1.5,CRD,8.5
CMT,1,2,506,1.4,CSH,8
CMT,1,2,1005,5.4,CRD,17.5
VTS,1,1,780,2,CRD,10.5
VTS,1,1,60,0.48,CRD,3.5
VTS,1,1,3000,23.87,CRD,68
VTS,1,1,180,0.72,CRD,5
VTS,1,6,780,4.79,CSH,16
CMT,1,1,579,1.6,CRD,8.5
CMT,1,1,442,1.6,CRD,8
CMT,1,1,807,4.1,CSH,15
CMT,1,1,402,2,CRD,8.5
CMT,1,2,341,0.6,CSH,5.5
CMT,1,1,742,2.7,CSH,11
CMT,1,2,1462,4.9,CRD,20
CMT,1,2,528,1.6,CRD,8.5
CMT,1,1,829,2.9,CRD,12.5
CMT,1,1,511,1.5,CRD,8
CMT,1,1,425,0.7,CRD,6
CMT,1,1,380,1.1,CSH,6.5
CMT,1,1,191,0.5,CSH,4
CMT,1,1,1393,4,CSH,17.5
CMT,1,2,260,1.6,CSH,6.5
CMT,1,2,561,1.4,CSH,8
CMT,1,1,1056,2,CRD,12.5
CMT,1,1,799,2.1,CRD,10.5
CMT,1,1,1445,9.8,CSH,30
CMT,1,2,613,2.2,CRD,10
CMT,1,1,143,0.5,CSH,4
CMT,1,1,608,6.6,CRD,19
CMT,1,3,184,0.6,CSH,4.5
CMT,2,2,1733,17.3,CRD,52
CMT,1,1,537,1.1,CRD,7.5
CMT,1,2,955,5.6,CRD,19
CMT,1,1,286,0.9,CRD,5.5
CMT,1,1,346,1.1,CSH,6
CMT,1,1,680,1,CRD,8.5
CMT,1,1,786,2.5,CRD,11.5
CMT,1,2,706,3.7,CRD,13
CMT,1,1,916,6.7,CSH,21
CMT,1,1,117,0.4,CSH,3.5
CMT,1,2,584,1.4,CSH,8
CMT,1,1,520,1.9,CSH,8.5
CMT,1,1,797,3,CRD,12.5
CMT,1,1,427,1.1,CRD,6.5
CMT,1,1,367,1.8,CRD,7.5
CMT,1,1,460,3.3,CSH,11
CMT,5,2,38,0,CRD,53
CMT,1,1,287,0.9,CRD,5.5
CMT,1,1,818,2.2,CSH,11
CMT,1,2,309,0.6,CRD,5
CMT,1,1,359,1.2,CSH,7
CMT,1,1,763,1.7,CRD,9.5
CMT,1,1,1294,10.1,CRD,31
CMT,1,1,512,3,CSH,11
CMT,1,1,752,4.8,CSH,15.5
CMT,1,2,182,0.5,CSH,4.5
VTS,1,1,780,3.03,CRD,12
VTS,1,6,300,1.79,CRD,7
VTS,1,6,120,0.59,CSH,4
CMT,1,2,457,2.3,CSH,9.5
CMT,1,2,319,0.6,CSH,5.5
CMT,1,1,582,2.8,CRD,10
CMT,1,1,938,3.2,CRD,13.5
CMT,1,3,268,1,CSH,6
CMT,1,4,1595,6.4,CSH,22.5
CMT,1,2,280,0.8,CSH,5.5
CMT,1,2,735,3.5,CRD,13
CMT,1,1,1145,6.5,CSH,20.5
CMT,1,1,277,1.2,CRD,6
CMT,1,2,377,1.2,CRD,7
CMT,1,1,1035,3.8,CRD,15
CMT,1,2,639,1.5,CSH,8.5
CMT,1,1,1045,9.6,CRD,27.5
CMT,1,1,353,1.6,CSH,7
CMT,1,2,883,2.6,CRD,12
CMT,1,1,484,2.8,CRD,10.5
CMT,1,1,314,0.9,CSH,6
CMT,1,2,507,1.4,CSH,8
CMT,1,2,1068,3.8,CRD,15.5
CMT,1,1,998,7.2,CRD,22
CMT,1,1,863,1.5,CSH,10.5
CMT,1,1,251,1.7,CSH,7
CMT,1,1,276,1.8,CRD,7
CMT,1,1,338,1.4,CRD,6.5
CMT,1,1,446,1,CRD,6.5
CMT,1,2,721,3,CSH,11.5
CMT,1,1,841,4.2,CSH,16
CMT,1,1,922,3.3,CRD,13.5
CMT,1,1,149,1.5,CRD,6
CMT,1,2,962,2,CRD,12
CMT,1,1,369,1.4,CSH,7
CMT,1,1,525,1.4,CSH,8
CMT,1,1,981,4.9,CSH,17.5
CMT,1,1,1204,11,CSH,31
CMT,1,1,487,2,CSH,8.5
CMT,1,1,585,1.1,CSH,8
CMT,1,1,490,1.5,CRD,7.5
CMT,1,2,145,0.5,CSH,4
CMT,1,2,533,2.4,CRD,10
CMT,1,1,456,1.3,CSH,7
CMT,1,1,381,1.1,CRD,6.5
CMT,1,2,415,1.1,CSH,6.5
CMT,1,1,536,1.9,CSH,8.5
CMT,1,2,374,0.8,CRD,6
CMT,1,1,568,2,CSH,9.5
CMT,1,1,881,2.2,CRD,11.5
CMT,1,1,155,0.3,CSH,3.5
CMT,1,1,845,4.1,CSH,14
CMT,1,1,245,0.9,CRD,5
CMT,1,1,777,1.8,CRD,10.5
CMT,1,1,953,3.3,CRD,14
CMT,1,1,613,3.2,CSH,11.5
CMT,1,1,301,1.1,CSH,5.5
CMT,1,1,119,0.5,CSH,3.5
CMT,2,1,1686,16.7,CRD,52
CMT,1,1,354,1.9,CSH,7.5
CMT,1,1,731,1.7,CSH,9.5
CMT,1,4,845,2.7,CSH,11.5
CMT,1,1,1563,2.6,CRD,17.5
CMT,1,1,415,2.1,CRD,8
CMT,1,1,706,3.8,CRD,14
CMT,1,1,319,1.1,CRD,6
CMT,1,3,1020,4.9,CSH,16.5
CMT,1,1,172,0.5,CSH,4
CMT,1,1,693,2.4,CSH,10.5
CMT,1,2,309,0.8,CSH,5.5
CMT,1,1,113,0.4,CRD,4
CMT,1,1,1118,4.5,CRD,18.5
CMT,1,2,594,2.3,CRD,10
CMT,1,2,261,0.6,CRD,5
CMT,1,2,358,1.4,CSH,7
CMT,1,2,675,2.4,CSH,10.5
CMT,1,1,738,3.6,CSH,13
CMT,1,2,1358,6,CSH,21.5
CMT,1,3,547,1.7,CRD,8.5
CMT,1,1,737,1.7,CSH,10
CMT,1,2,455,1.5,CSH,7.5
CMT,1,1,957,7.7,CSH,23
CMT,1,1,1168,3.7,CRD,16
CMT,1,1,431,1.3,CRD,7
CMT,1,1,366,2.7,CRD,9
CMT,1,1,806,6.2,CRD,19
CMT,1,1,412,2.1,CSH,8.5
CMT,1,1,313,1.2,CSH,6
CMT,1,1,505,1,CRD,7.5
CMT,1,2,449,0.8,CRD,6.5
CMT,1,1,521,1.4,CRD,8
CMT,1,1,313,0.7,CRD,5.5
CMT,1,1,932,3.1,CRD,13
CMT,1,1,391,0.9,CSH,6
CMT,1,1,518,1.3,CSH,8
CMT,1,2,540,1.5,CSH,8
CMT,1,1,1077,3.8,CRD,15.5
CMT,1,1,845,1.4,CRD,10
CMT,1,3,1447,6.8,CSH,24
CMT,1,1,268,1,CSH,5.5
CMT,1,1,708,2.1,CRD,10
CMT,1,1,171,0.5,CRD,4
CMT,1,1,706,1.7,CRD,9.5
CMT,1,1,806,0.9,CRD,9.5
CMT,1,1,307,1.3,CRD,6
CMT,1,4,370,1,CSH,6
CMT,1,1,196,1.1,CSH,5
CMT,1,1,1636,9.8,CRD,32
CMT,1,1,583,1.6,CSH,8.5
CMT,1,1,1175,4.4,CRD,17.5
CMT,1,1,193,0.7,CSH,5
CMT,1,1,577,1.1,CRD,7.5
CMT,1,1,484,1.1,CSH,7
CMT,1,3,745,0.9,CSH,9
VTS,1,1,720,2.34,CRD,10.5
VTS,1,1,1320,5.44,CSH,21
VTS,1,1,420,2.29,CRD,8.5
VTS,1,6,600,2.53,CRD,10
VTS,1,6,180,1.29,CRD,5.5
VTS,1,6,480,2.84,CRD,10
VTS,1,6,240,0.77,CRD,5
VTS,1,6,240,1.46,CSH,6
VTS,1,6,1560,7.38,CRD,25
VTS,1,6,2280,14.41,CRD,41.5
VTS,1,6,2580,5.82,CRD,28.5
VTS,1,6,1260,5.39,CSH,20
VTS,1,6,420,1.62,CSH,7.5
VTS,1,6,300,1.34,CRD,6
VTS,1,6,900,3.15,CRD,13.5
VTS,1,6,1260,1.44,CRD,14
VTS,1,6,960,3.01,CSH,13.5
VTS,1,6,420,2.14,CRD,8.5
VTS,1,6,60,0.48,CSH,3.5
VTS,1,5,480,2.59,CSH,10
VTS,1,6,840,4.29,CRD,15
CMT,1,1,181,0.9,CSH,5
CMT,1,1,1126,2.6,CSH,14
CMT,1,3,210,0.7,CSH,5
CMT,1,2,411,1.3,CSH,7
CMT,1,2,874,2.9,CSH,12.5
VTS,1,6,780,2.84,CSH,12
VTS,1,6,900,5.43,CSH,18.5
VTS,1,6,720,3.28,CRD,12.5
VTS,1,6,660,2.57,CRD,10.5
VTS,1,6,1140,7.01,CRD,23
VTS,1,6,120,0.88,CSH,5
VTS,1,6,780,3.16,CRD,12.5
VTS,1,6,300,0.82,CSH,5.5
VTS,1,6,660,2,CSH,9.5
VTS,1,6,840,5.72,CRD,19
VTS,1,6,900,6.21,CRD,20
VTS,1,6,540,5.22,CSH,16.5
VTS,1,6,120,0.58,CSH,4
VTS,1,6,1020,4.23,CSH,16
VTS,1,6,60,0.41,CRD,3.5
VTS,1,6,720,5.15,CRD,15.5
VTS,1,6,240,0.92,CRD,5
VTS,1,6,720,3.72,CSH,12.5
VTS,1,6,660,4.23,CSH,14.5
VTS,1,6,660,2.19,CRD,10.5
VTS,1,6,360,0.82,CRD,5.5
VTS,1,6,780,3.25,CRD,12.5
CMT,1,3,724,2.5,CRD,11
CMT,1,2,546,2.4,CRD,10
VTS,1,1,480,1.13,CRD,7
VTS,1,1,420,2.04,CRD,9
VTS,1,1,180,0.69,CSH,4.5
VTS,1,6,600,2.14,CSH,9.5
VTS,1,6,840,3.63,CRD,13.5
VTS,1,6,360,1.01,CRD,6
VTS,1,6,300,0.95,CSH,6
VTS,1,6,240,0.72,CRD,5
VTS,1,6,1260,5.34,CSH,19
VTS,1,6,720,8.49,CSH,24
VTS,1,6,180,0.94,CSH,5
VTS,1,6,420,2.63,CRD,10
VTS,1,6,720,1.04,CSH,8.5
VTS,1,6,600,1.4,CSH,7.5
VTS,1,6,1080,4.85,CSH,17.5
VTS,1,6,960,3.67,CRD,14
VTS,1,6,420,1.98,CSH,8.5
VTS,1,6,1200,4.92,CSH,19
VTS,1,6,1320,5.5,CSH,20
VTS,1,6,120,0.72,CRD,4.5
VTS,1,6,300,1.58,CRD,7
VTS,1,6,360,0.75,CSH,6
VTS,1,6,480,1.42,CRD,7.5
VTS,1,6,120,0.94,CRD,4.5
VTS,1,6,1020,8.16,CSH,25
VTS,1,6,720,2.25,CRD,10.5
VTS,1,6,660,2.34,CRD,10.5
VTS,1,6,840,8.89,CSH,25
VTS,1,6,780,2.74,CRD,11.5
VTS,1,6,120,0.62,CRD,4
VTS,1,6,420,3.57,CSH,12
VTS,1,6,1380,6.33,CRD,23.5
VTS,1,6,360,0.9,CRD,6.5
VTS,1,6,120,0.39,CRD,3.5
VTS,1,6,720,2.79,CRD,11.5
VTS,1,6,720,2.51,CRD,11.5
VTS,1,6,2400,7.72,CRD,31.5
VTS,1,6,900,1.46,CSH,10.5
VTS,1,6,240,1.24,CRD,6
VTS,1,6,120,0.72,CRD,4.5
VTS,1,6,600,2,CSH,9
VTS,1,6,780,6.3,CRD,19.5
VTS,1,6,660,2.31,CSH,10.5
VTS,1,6,420,1.21,CRD,7
VTS,1,6,1200,13.14,CRD,36.5
VTS,1,6,480,3.76,CSH,12.5
VTS,1,6,240,1.54,CSH,6.5
VTS,1,6,300,1.45,CRD,7
VTS,1,6,300,1.23,CRD,6
VTS,1,6,480,2.02,CSH,9
VTS,1,6,600,3.77,CRD,13
VTS,1,6,720,2.31,CRD,10
VTS,1,6,180,1.18,CSH,5.5
VTS,1,6,480,1.64,CSH,8
VTS,1,6,600,3.82,CSH,13.5
VTS,1,6,2220,8.08,CRD,29
VTS,1,6,720,2.54,CSH,11.5
VTS,1,6,1260,10.11,CSH,29.5
VTS,1,6,240,0.99,CRD,5
VTS,1,6,900,7.1,CSH,22
VTS,1,6,600,3.66,CRD,13
VTS,1,6,1440,12.8,CSH,37.5
VTS,1,6,480,1.08,CRD,7.5
VTS,1,6,540,1.88,CRD,8.5
VTS,1,6,600,3.08,CRD,11.5
VTS,1,6,1980,7.52,CRD,26.5
VTS,1,6,1500,3.76,CRD,18.5
VTS,1,6,1020,5.35,CRD,19
VTS,1,6,300,1.22,CRD,6.5
VTS,1,6,420,2.5,CRD,9
VTS,1,6,420,1.4,CSH,7.5
VTS,1,6,300,1.66,CSH,7
VTS,1,6,1380,8.54,CRD,26.5
VTS,1,6,420,2.34,CSH,8.5
VTS,1,6,360,1.14,CSH,6
VTS,1,6,540,2.15,CRD,9
VTS,1,6,720,6.97,CSH,20
VTS,1,6,180,0.49,CSH,4
VTS,1,6,780,7,CRD,21
VTS,1,6,300,1.8,CSH,7
VTS,1,6,720,1.91,CRD,10
VTS,1,1,1080,3.67,CRD,15
VTS,1,1,780,3.63,CSH,14
VTS,1,6,840,3.54,CRD,13.5
VTS,1,6,1080,4.06,CRD,16
VTS,1,6,840,3.11,CRD,13
VTS,1,6,660,4.24,CSH,14.5
VTS,1,6,900,3.25,CSH,13
VTS,1,6,480,1.85,CSH,8.5
VTS,1,6,360,1.19,CSH,6
VTS,1,6,1200,9.21,CSH,28
VTS,1,6,1140,2.19,CRD,13.5
VTS,1,6,540,1.51,CSH,8
VTS,1,6,780,2.27,CRD,11.5
VTS,1,6,420,2.04,CRD,8.5
VTS,1,6,240,2.07,CRD,8
VTS,1,6,240,0.85,CSH,5
VTS,1,6,300,1.57,CRD,6.5
VTS,1,6,540,1.46,CRD,8
VTS,1,6,420,0.85,CSH,6
VTS,1,6,600,1.13,CSH,8
VTS,1,6,660,3.23,CRD,12
VTS,1,6,420,1.01,CRD,6.5
VTS,1,6,420,1.31,CSH,6.5
VTS,1,6,1140,2.42,CSH,13.5
VTS,1,6,660,3.92,CRD,14
VTS,1,6,480,1.81,CRD,8
VTS,1,6,660,2.13,CSH,10
VTS,1,6,540,2.9,CSH,11
VTS,1,6,480,3.65,CSH,11.5
VTS,1,6,180,0.73,CSH,4.5
VTS,1,6,540,1.69,CSH,8
VTS,1,6,240,1.26,CRD,6
VTS,1,6,360,1.96,CSH,8.5
VTS,1,6,600,5.69,CSH,17
VTS,1,6,840,3.46,CSH,13.5
VTS,1,6,600,2.96,CSH,11.5
VTS,1,6,60,0.62,CRD,4
VTS,1,6,1320,3.29,CRD,17
VTS,1,6,1020,2.69,CRD,13
VTS,1,6,720,3.02,CSH,11.5
VTS,1,6,720,4.8,CSH,16
VTS,1,6,1200,3.54,CRD,16.5
VTS,1,6,1200,5.52,CRD,19.5
VTS,1,6,780,4.6,CRD,15
VTS,1,6,120,0.47,CSH,4
VTS,1,6,780,4.23,CSH,15
VTS,1,6,900,2.59,CRD,12.5
VTS,1,6,420,1.65,CSH,7.5
VTS,1,6,1140,5.23,CRD,18
VTS,1,5,600,1.21,CRD,8
VTS,1,6,240,0.99,CRD,5
VTS,1,6,420,2.06,CSH,8
VTS,1,6,420,1.97,CRD,8.5
VTS,1,6,540,1.85,CRD,9.5
VTS,1,6,720,3,CRD,12.5
VTS,1,1,0,0,CSH,2.5
VTS,1,6,540,2.11,CSH,9
VTS,1,6,1800,7.64,CRD,27
VTS,1,6,480,2,CRD,9
VTS,1,6,60,0.31,CRD,3
VTS,1,6,420,2.37,CRD,9
VTS,1,6,1200,3.89,CRD,17
VTS,1,6,300,1.69,CSH,6.5
VTS,1,6,480,1.69,CRD,8
VTS,1,6,2340,17.92,CSH,51.5
VTS,1,6,1560,18.89,CRD,50.5
VTS,1,6,840,2.65,CRD,12
VTS,1,6,660,2.96,CSH,12
VTS,1,6,600,2.62,CSH,11
VTS,1,6,540,2.05,CSH,9.5
VTS,1,6,60,0,CSH,3
VTS,1,6,480,1.63,CRD,8
VTS,1,6,180,0.57,CRD,4.5
VTS,1,6,300,0.87,CRD,5.5
VTS,1,6,1320,10.48,CSH,30
VTS,1,6,420,1.48,CRD,7.5
VTS,1,6,1080,3.35,CRD,15
VTS,1,6,180,0.45,CSH,4
VTS,1,6,240,0.58,CRD,4.5
VTS,1,6,240,0.78,CSH,5
VTS,1,6,360,0.92,CSH,5.5
VTS,1,6,1080,5.17,CSH,18
VTS,1,6,480,1.14,CRD,7
VTS,1,6,600,2.68,CSH,10.5
VTS,1,6,420,1.38,CRD,7.5
VTS,1,6,900,7.25,CSH,22.5
VTS,1,6,240,1.25,CRD,6
VTS,1,6,120,0.39,CSH,3.5
VTS,1,6,480,1.64,CSH,8
VTS,1,6,780,0.88,CRD,9
VTS,1,6,900,3.83,CRD,14
VTS,1,6,900,2.23,CRD,12
VTS,1,6,780,2.78,CRD,12
VTS,1,6,180,0.41,CSH,4.5
VTS,1,6,360,1.25,CSH,6
VTS,1,6,600,1.63,CRD,9
VTS,1,6,300,1.05,CSH,6
VTS,1,6,1200,6.8,CSH,22
VTS,1,6,1320,13.87,CRD,38
VTS,1,6,960,6.2,CSH,20.5
VTS,1,6,300,0.87,CSH,5.5
VTS,1,6,840,2.83,CRD,13.5
VTS,1,6,180,0.97,CSH,5
VTS,1,6,480,3.52,CSH,12.5
VTS,1,6,240,1.19,CSH,5.5
VTS,1,6,420,1.49,CRD,7.5
VTS,1,6,240,0.74,CRD,5
VTS,1,6,180,0.67,CSH,4.5
VTS,1,1,2100,8.1,CRD,28
VTS,1,1,960,4.66,CSH,17
VTS,1,6,420,1.58,CSH,7.5
VTS,1,6,600,1.88,CSH,9
VTS,1,6,840,2.5,CSH,10
VTS,1,6,720,2.12,CRD,10
VTS,1,6,420,2.81,CRD,9.5
VTS,1,6,420,2,CSH,8
VTS,1,6,540,2.74,CSH,10.5
VTS,1,6,420,2.14,CRD,8.5
VTS,1,6,360,1.65,CSH,7
VTS,1,6,1140,7.01,CSH,22
VTS,1,6,420,1.47,CRD,7.5
VTS,1,6,720,2.74,CSH,11.5
VTS,1,6,360,0.84,CRD,6
VTS,1,6,660,2.08,CRD,9.5
VTS,1,6,240,0.84,CRD,5
VTS,1,6,240,1.16,CRD,6
VTS,1,6,1020,5.71,CSH,18.5
VTS,1,6,120,0.94,CRD,5
VTS,1,6,300,0.88,CSH,5.5
VTS,1,6,420,1.87,CSH,7.5
VTS,1,6,300,0.91,CRD,5.5
VTS,1,6,900,4.97,CRD,17
VTS,1,6,600,3.42,CSH,11.5
VTS,1,6,600,2.9,CRD,11.5
VTS,1,6,720,1.96,CRD,10
VTS,1,6,300,0.76,CRD,5.5
VTS,1,6,600,3.11,CRD,11.5
VTS,1,6,900,2.79,CSH,12
VTS,1,6,180,0.74,CSH,4.5
VTS,1,6,1320,6.87,CSH,23
VTS,1,6,540,3.18,CRD,10.5
VTS,1,6,360,0.57,CSH,5.5
VTS,1,6,360,1.19,CRD,6.5
VTS,1,6,300,1.38,CRD,6.5
VTS,1,6,540,2.65,CSH,10
VTS,1,6,660,1.48,CSH,8.5
VTS,1,6,1080,2.53,CRD,13.5
VTS,1,6,300,1.4,CRD,6.5
VTS,1,6,360,1.45,CSH,7
VTS,1,6,360,1.65,CRD,7
VTS,1,6,240,1.03,CRD,5
VTS,1,6,360,1.2,CSH,6
VTS,1,6,120,0.71,CSH,4
VTS,1,6,780,2.31,CRD,11
VTS,1,6,2220,8.02,CSH,30.5
VTS,1,6,720,2.98,CRD,11.5
VTS,1,6,420,0.76,CRD,6.5
VTS,1,6,420,2.5,CRD,9.5
VTS,1,6,1080,4.87,CRD,17
VTS,1,6,1080,7.18,CSH,22
VTS,1,6,300,1.35,CRD,6.5
VTS,1,6,420,2.97,CRD,10
VTS,1,1,240,0.65,CRD,4.5
VTS,1,1,420,1.38,CRD,7
VTS,1,1,960,2.62,CRD,13
VTS,1,1,300,1.2,CRD,5.5
VTS,1,6,420,1.25,CRD,7
VTS,1,6,540,1.9,CSH,9
VTS,1,6,300,2.51,CSH,8.5
VTS,1,6,1380,6.02,CSH,22
VTS,1,6,360,1.43,CSH,7
VTS,1,6,1020,3.14,CSH,13.5
VTS,1,6,480,1.1,CSH,7
VTS,1,6,660,1.82,CRD,9.5
VTS,1,6,720,6.66,CRD,19.5
VTS,1,6,420,1.1,CRD,6.5
VTS,1,6,360,0.81,CSH,6
VTS,1,6,960,1.13,CSH,10.5
VTS,1,6,360,1.19,CSH,6.5
VTS,1,6,240,1.18,CRD,6
VTS,1,6,780,8.1,CSH,23.5
VTS,1,6,1440,6.39,CSH,22
VTS,1,6,660,5.75,CSH,17.5
VTS,1,6,1140,4.9,CRD,18
VTS,1,1,720,2.8,CRD,12
VTS,1,1,660,2.72,CSH,10.5
VTS,1,1,1140,2.38,CRD,14
VTS,1,1,420,1.33,CSH,7
VTS,1,1,420,1.41,CSH,7
VTS,1,1,540,1.62,CSH,8
VTS,1,2,180,0.74,CSH,4.5
VTS,1,1,600,2.96,CRD,10.5
VTS,1,1,540,2.48,CRD,10
VTS,1,1,1140,2.24,CSH,13.5
CMT,1,2,1058,5.3,CRD,18
CMT,1,1,571,2.6,CSH,10.5
CMT,1,2,431,1.5,CSH,7.5
CMT,1,2,253,0.8,CRD,5
CMT,1,1,600,1.5,CRD,9
CMT,1,1,116,0.3,CRD,3.5
CMT,1,3,421,1.6,CSH,7.5
CMT,1,2,737,1.9,CRD,10
CMT,1,1,921,2.8,CRD,13
CMT,1,2,266,0.7,CSH,5
CMT,1,1,312,0.9,CRD,6
CMT,1,1,412,2.1,CRD,8.5
CMT,1,1,360,1.1,CSH,6.5
CMT,2,1,1685,17.7,CRD,52
CMT,1,1,513,4,CRD,13.5
CMT,1,2,936,4.2,CRD,15.5
CMT,1,1,857,1.5,CRD,10.5
CMT,1,1,1238,3.3,CRD,15.5
CMT,1,1,457,1.2,CSH,7.5
CMT,1,1,148,0.7,CSH,4.5
CMT,1,2,422,1.3,CSH,7.5
CMT,1,1,871,2.8,CRD,12
CMT,1,1,654,1.5,CSH,9
CMT,1,1,839,3.3,CRD,13
CMT,1,1,965,4.2,CSH,15.5
CMT,1,1,1521,4.9,CSH,20
VTS,1,6,240,0.54,CSH,4.5
VTS,1,6,360,0.64,CSH,5.5
VTS,1,6,1020,2.89,CRD,13.5
VTS,1,6,1980,9.62,CSH,31.5
VTS,1,6,300,1.07,CRD,6
VTS,1,6,180,0.55,CSH,4.5
VTS,1,6,1020,5.54,CSH,19.5
VTS,1,6,180,0.78,CRD,4.5
VTS,1,6,720,5.49,CRD,16.5
VTS,1,6,180,0.79,CRD,5
VTS,1,1,1800,3.5,CRD,19.5
VTS,1,1,300,1.13,CSH,5.5
VTS,5,1,0,0,CRD,40
VTS,1,1,1440,4.14,CRD,18
VTS,1,1,840,1.72,CSH,10.5
VTS,1,1,420,1.42,CRD,6.5
VTS,1,1,480,1.26,CSH,7
VTS,1,1,960,4.82,CRD,18
VTS,1,1,540,1.86,CSH,8.5
VTS,1,1,780,5.27,CSH,17
VTS,1,1,480,3.17,CRD,11
VTS,1,1,720,1.91,CSH,9.5
VTS,1,1,660,3.54,CRD,13
VTS,1,1,360,1.94,CSH,7.5
VTS,1,1,120,0.28,CRD,3
VTS,1,1,960,7.21,CSH,22
VTS,1,1,120,0.49,CSH,4
VTS,1,5,720,1.82,CRD,9.5
VTS,1,6,540,0.99,CSH,7.5
VTS,1,6,540,2.6,CRD,10.5
VTS,1,6,480,2.21,CRD,9.5
VTS,1,6,120,0.93,CSH,5
VTS,1,6,840,8.25,CRD,24.5
VTS,1,6,240,0.44,CSH,4
VTS,1,6,840,4.39,CSH,15
VTS,1,6,420,0.76,CRD,6.5
VTS,1,6,120,0.72,CSH,4
VTS,1,6,600,5,CSH,16
VTS,1,6,1200,3.83,CRD,16
VTS,1,6,180,0.45,CSH,3.5
VTS,1,6,540,2.97,CRD,11
VTS,1,6,900,2.67,CRD,12.5
VTS,1,6,780,3.15,CRD,13
VTS,1,6,540,2.14,CRD,9
VTS,1,6,120,0.61,CRD,4
VTS,1,6,60,0.72,CRD,4
VTS,1,6,420,2,CRD,8.5
VTS,1,6,300,0.87,CRD,5.5
VTS,1,1,480,1.05,CSH,6.5
VTS,1,1,540,1.54,CSH,8
VTS,1,1,540,1.65,CRD,8.5
VTS,1,1,480,2.06,CRD,8.5
VTS,3,1,1740,20.51,CRD,72.5
VTS,1,1,180,0.62,CSH,4
VTS,1,1,660,2.32,CRD,10.5
VTS,1,1,1080,2.76,CRD,14
VTS,1,1,840,2.93,CRD,12.5
VTS,1,2,780,4.07,CSH,14.5
VTS,1,2,480,1.86,CRD,8.5
VTS,1,5,840,3.14,CSH,12
VTS,1,5,600,2.5,CRD,10.5
VTS,1,5,360,1.96,CRD,8
VTS,1,5,1020,1.37,CSH,11.5
VTS,1,5,120,0.37,CSH,3
VTS,1,5,1740,12.16,CRD,36.5
VTS,1,5,360,1.47,CRD,7.5
VTS,1,5,1140,4.38,CSH,17.5
VTS,1,1,360,1.09,CRD,6.5
VTS,1,1,180,1.09,CSH,5.5
VTS,1,1,1140,5.01,CRD,18
VTS,1,1,480,1.66,CRD,7.5
VTS,1,1,240,0.78,CRD,4.5
VTS,1,1,180,1.04,CSH,5
VTS,1,1,180,0.36,CSH,4
VTS,1,1,300,1.54,CSH,6.5
VTS,1,5,360,1.81,CRD,7.5
VTS,1,5,1080,10.87,CSH,30.5
VTS,1,5,420,1.22,CSH,7
VTS,1,5,780,3.42,CRD,13
VTS,1,5,1380,10.76,CRD,32.5
VTS,1,6,1380,2.38,CRD,15
VTS,1,6,840,5.76,CRD,19
VTS,1,6,780,5.91,CSH,19
VTS,1,6,540,1.28,CSH,7.5
VTS,1,1,720,3.01,CSH,11.5
VTS,2,2,2820,17.4,CRD,52
VTS,2,1,2340,20.51,CRD,52
VTS,1,1,600,2.41,CRD,10
VTS,1,1,180,1.3,CRD,5.5
VTS,1,1,660,3.78,CRD,13
VTS,1,1,960,2.06,CSH,11.5
VTS,1,2,420,1.63,CRD,8
VTS,1,2,480,2.19,CRD,9
VTS,1,2,240,0.95,CSH,5
VTS,1,1,60,0,CSH,3
VTS,1,5,720,2.58,CRD,11
VTS,1,5,180,0.72,CRD,5
VTS,1,5,660,1.1,CRD,8
VTS,1,5,720,2.05,CRD,10.5
VTS,1,5,780,5.06,CRD,16.5
VTS,1,5,840,3.85,CRD,14.5
VTS,1,5,360,1.07,CSH,6.5
VTS,1,5,360,1.73,CSH,7.5
VTS,1,5,600,1.75,CRD,8.5
VTS,1,5,240,0.9,CRD,5
VTS,1,1,900,2.5,CSH,11.5
VTS,1,1,600,2.64,CRD,10.5
VTS,1,1,420,1.29,CSH,6.5
VTS,1,1,360,1.31,CSH,7
VTS,1,1,480,1.13,CRD,7.5
VTS,1,1,360,1.39,CRD,6.5
VTS,1,1,1080,5.66,CSH,19.5
CMT,1,1,334,0.9,CSH,6
CMT,1,1,264,1.2,CSH,6
CMT,1,1,315,1.4,CSH,6.5
CMT,1,1,396,1,CSH,6.5
CMT,1,3,858,4.9,CSH,16
CMT,1,1,129,0.5,CSH,4
VTS,1,1,1440,5.75,CSH,20.5
VTS,1,1,240,0.89,CRD,5
VTS,1,1,1140,5.31,CRD,18
VTS,1,6,600,2.77,CSH,11.5
VTS,1,6,660,2.81,CRD,10.5
VTS,1,6,600,2.85,CSH,11.5
