ID	Area	Title	Description
27809	area-System.IO	Support trimmed paths in FileInfo	Some paths are not creatable in Windows without special syntax. Notably paths with trailing spaces and periods. As GetFullPath() (and GetFullPathName()) trim these we would lose the correct file name as we passed the path around. With the enumeration changes we now populate FileInfo correctly- this change allows the other methods to work when wrapped around such a path.    Also remove some CAS related comments.    cc: @jkotas, @Anipik, @danmosemsft, @pjanotti 
27805	area-Infrastructure	Update UAP System.Private.CoreLib to unblock UAP builds	System.Private.CoreLib is currently in a torn state in CoreCLR vs CoreRT where the signature for `Stream.WriteAsync` has changed. This PR consumes a hand-built targeting pack containing System.Private.CoreLib's pending changes we want to merge into TFS. This should allow us to unblock the uap build and get packages we can consume in TFS. Once that happens, we can merge CoreRT into TFS, and then update with a fixed targeting pack.
27803	area-Serialization	Use ReflectionBasedSerializer for all serializers if any of mappings are soap mappings	When creating serializers for multiple mappings, if any of mappings are soap mapping, it will use ReflectionBasedSerializer and won't generate the serializer. However during serialization, for non soap mapping, it will try to use the serializer for serialization, which doesn't exist. The fix is to force all serializers using ReflectionBasedSerializer if there's any soap mapping.    #25298   @zhenlan @mconnew @yujayee @Lxiamail 
27802	area-System.Reflection	Add MethodDefinition.GetSemantics	```C#  namespace System.Reflection.Metadata  {      public struct MethodDefinition      {          ...          public MethodSemanticsAttributes GetSemantics();          ...      }  }  ```    Use case: ILSpy needs to determine whether a given method is an accessor of a property or event.
27801	area-System.Runtime	Fix inconsistent AVX/AVX2 intrinsic names	Match mscorlib change https://github.com/dotnet/coreclr/pull/16772    @eerhardt @tannergooding 
27800	area-System.Globalization	What happens when a new era is added in Japanese Calendar?	(moved from https://github.com/dotnet/cli/issues/8733 )  I wonder this might not a suitable repo for this issue. Please let me know the right repo and then I'll move.    A new era will be added in Japanese Calendar, which is planned to start at May 1st 2019. I'd like to clarify how Japanese Calendar will be updated.    Here are my understanding about a new era. I would appreciate .NET Core team confirm it. I also want a dedicated document explaining a new era and help creating it.    - At present Japanese Calendar is the only Calendar which a new era could be added. https://github.com/dotnet/coreclr/blob/v2.0.5/src/mscorlib/shared/System/Globalization/CalendarData.Unix.cs#L269  - For Windows, Japanese era info is obtained from registry. Once registry is updated to the new era, .NET Core on WIndows can get a new era info. https://msdn.microsoft.com/ja-jp/library/windows/desktop/dd317805%28v=vs.85%29.aspx?f=255&MSPPError=-2147217396  - For Unix (Linux and Mac), Japanese era info is obtained from lib-icu. Once a new version of icu is installed to the machine, .NET Core on Unix can get a new era info.  https://github.com/dotnet/coreclr/blob/v2.0.5/src/mscorlib/shared/Interop/Unix/System.Globalization.Native/Interop.Calendar.cs  - In the case .NET Core can't get a era info from registry on Windows and lib-icu on Unix, .NET Core uses [a hard-coded era info](https://github.com/dotnet/coreclr/blob/v2.0.5/src/mscorlib/shared/System/Globalization/JapaneseCalendar.cs#L97-L120). I'm not sure when this hard-coded era info is used actually. However in this case, upgrading .NET Core CLR is required to update a new era info. Also, if the application is built as a Self Contained Application, I wonder we can't update the a new era info in this application.    Are these issues related?  https://github.com/dotnet/corefx/issues/27506  https://github.com/dotnet/corefx/pull/27617            
27797	area-Microsoft.CSharp	[WIP] ignore static target type in restrictions	
27796	area-System.Net	Remove faulty assert from SocketAsyncEventArgs	AllocateNativeOverlapped asserts that !_currentSocket.SafeHandle.IsValid.  This should be a fine assert, except that SafeCloseSocket for some reason overrides IsInvalid to actually be IsClosed || IsInvalid.  And so that assert is actually checking whether the SafeHandle is both not invalid and not closed, but disposal could be racing with the operation and the socket could have been closed by the time we get here.    Fixes https://github.com/dotnet/corefx/issues/27784  cc: @geoffkizer, @davidsh
27795	area-System.Data	SqlBulkCopy: Add hooks to enable retry strategies on batches	If SqlBulkCopy encounters any kind of exception as it inserts rows into a table, it fails the entire job.     In some scenarios, certain errors might be appropriate to retry - for instance, a deadlock or timeout. While this might be unlikely when doing bulk inserts to a staging table, it is much more likely if the table is also shared by a web application, for instance.    For this reason, until now we've instead used Table Valued Parameters.    It would be helpful though if SqlBulkCopy gave us a mechanism to apply a retry strategy as appropriate.     _If this isn't the appropriate place to post suggestions like this, let me know. If there was interest in the above, I would happily investigate the feasibility of this further._
27794	area-System.ComponentModel	Fix test failure by returning early from AssertMessage	Fixes #27659
27793	area-System.Diagnostics	Fixing disabled ProcessExit_Called test masked by #27426	Fixes #27460
27792	area-System.Net	Consider some search/spider-based testing for SocketsHttpHandler	We could, for example, write a simple client that did some Bing searches and then made requests to the top 1000 results with multiple handlers and validate various things, at a minimum that requests succeed and fail similarly, maybe something about the content if possible, etc. We could also, for example, write a little spider that walked over some sites and did similar validation.
27791	area-System.Text	Use generic WeakReference and avoid casting in Regex	Based on https://github.com/dotnet/corefx/pull/27726, had to create a new PR.    @danmosemsft I don't think this change needs perf justification.
27789	area-System.Runtime	Add tests to exercise sbyte string constructors with invalid UTF8	Regression test for variant of https://github.com/dotnet/coreclr/issues/16786    Depends on https://github.com/dotnet/coreclr/pull/16749/ that is fixing this bug as side-effect.
27787	area-Infrastructure	Updating the package index for UAP and updating buildtools	This will update the packageIndex to show the correct data of the packages that we shipped on UAP RS3 and it will also take care of the buildtools update that will get the new NuGet mappings.    cc: @weshaggard @ericstj     Given that the uap builds are now working on master, this PR will basically replicate the previous PR I created against release/2.1 but on master. I haven't yet merged the other one, and so if this goes in I will just close the release/2.1 one.
27786	area-Serialization	[Perf] XmlSerializer.Deserialize() regression between 2.0 and 2.1 for Linux (around 100%)	"I have verified that the initial regression of 30% for Windows (#27636) was fixed by https://github.com/dotnet/coreclr/pull/16654 and https://github.com/dotnet/coreclr/pull/16659    Unfortunately, this is not true for Linux (at least Ubuntu 16.04). `XmlSerializer.Deserialize()` is 100% slower for Linux, when comparing 2.0 and 2.1    You can use following code to reproduce the problem:    ```cs  using System;  using System.Collections.Generic;  using System.Diagnostics;  using System.IO;  using System.Linq;  using System.Runtime.CompilerServices;  using System.Xml.Serialization;    namespace XmlDeserializationRegression  {      class Program      {          static void Main(string[] args)          {              var serializer = new XmlSerializer(typeof(LoginViewModel));              List<double> results = new List<double>();                using (var memoryStream = new MemoryStream(capacity: short.MaxValue))              {                  serializer.Serialize(memoryStream, CreateLoginViewModel());                    Benchmark(memoryStream, serializer, 1, ""Warmup"");                    for (int i = 0; i < 10; i++)                  {                      results.Add(RealRun(memoryStream, serializer, 1000, ""Actual run""));                  }              }                var coreclrAssemblyInfo = FileVersionInfo.GetVersionInfo(typeof(object).Assembly.Location);              var corefxAssemblyInfo = FileVersionInfo.GetVersionInfo(typeof(System.Text.RegularExpressions.Regex).Assembly.Location);                Console.WriteLine($""CoreCLR {coreclrAssemblyInfo.FileVersion}, CoreFX {corefxAssemblyInfo.FileVersion}"");              Console.WriteLine($""Avg: {results.Average()}, Min: {results.Min()}, Max: {results.Max()}"");          }            [MethodImpl(MethodImplOptions.NoInlining)]          private static double RealRun(Stream stream, XmlSerializer xmlSerializer, int invocationCount, string displayText) => Benchmark(stream, xmlSerializer, invocationCount, displayText);            private static double Benchmark(Stream stream, XmlSerializer xmlSerializer, int invocationCount, string displayText)          {              object deserialized = null;                GC.Collect();              GC.WaitForPendingFinalizers();              GC.Collect();                var timer = Stopwatch.StartNew();                for (int i = 0; i < invocationCount; i++)              {                  stream.Position = 0;                  deserialized = xmlSerializer.Deserialize(stream);              }                TimeSpan avg = timer.Elapsed / invocationCount;              Console.WriteLine($""{displayText}: Average elapsed milliseconds: {avg.TotalMilliseconds}"");                GC.KeepAlive(deserialized);                return avg.TotalMilliseconds;          }            private static LoginViewModel CreateLoginViewModel()              => new LoginViewModel              {                  Email = ""name.familyname@not.com"",                  Password = ""abcdefgh123456!@"",                  RememberMe = true              };      }        public class LoginViewModel      {          public string Email { get; set; }          public string Password { get; set; }          public bool RememberMe { get; set; }      }  }  ```"
27784	area-System.Net	_currentSocket.SafeHandle is invalid assert in System.Net.Http tests	```  2018-03-06 18:53:48,816: INFO: proc(54): run_and_log_output: Output: Assertion Failed  2018-03-06 18:53:48,816: INFO: proc(54): run_and_log_output: Output: _currentSocket.SafeHandle is invalid  2018-03-06 18:53:48,816: INFO: proc(54): run_and_log_output: Output:   2018-03-06 18:53:48,816: INFO: proc(54): run_and_log_output: Output:    at System.Net.Sockets.SocketAsyncEventArgs.AllocateNativeOverlapped() in D:\j\workspace\windows-TGrou---74aa877a\src\System.Net.Sockets\src\System\Net\Sockets\SocketAsyncEventArgs.Windows.cs:line 64  2018-03-06 18:53:48,816: INFO: proc(54): run_and_log_output: Output:    at System.Net.Sockets.SocketAsyncEventArgs.DoOperationReceiveSingleBuffer(SafeCloseSocket handle) in D:\j\workspace\windows-TGrou---74aa877a\src\System.Net.Sockets\src\System\Net\Sockets\SocketAsyncEventArgs.Windows.cs:line 280  2018-03-06 18:53:48,816: INFO: proc(54): run_and_log_output: Output:    at System.Net.Sockets.SocketAsyncEventArgs.DoOperationReceive(SafeCloseSocket handle) in D:\j\workspace\windows-TGrou---74aa877a\src\System.Net.Sockets\src\System\Net\Sockets\SocketAsyncEventArgs.Windows.cs:line 268  2018-03-06 18:53:48,816: INFO: proc(54): run_and_log_output: Output:    at System.Net.Sockets.Socket.ReceiveAsync(SocketAsyncEventArgs e) in D:\j\workspace\windows-TGrou---74aa877a\src\System.Net.Sockets\src\System\Net\Sockets\Socket.cs:line 4037  2018-03-06 18:53:48,816: INFO: proc(54): run_and_log_output: Output:    at System.Net.Sockets.Socket.AwaitableSocketAsyncEventArgs.ReceiveAsync(Socket socket) in D:\j\workspace\windows-TGrou---74aa877a\src\System.Net.Sockets\src\System\Net\Sockets\Socket.Tasks.cs:line 881  2018-03-06 18:53:48,816: INFO: proc(54): run_and_log_output: Output:    at System.Net.Sockets.Socket.ReceiveAsync(Memory`1 buffer, SocketFlags socketFlags, Boolean fromNetworkStream, CancellationToken cancellationToken) in D:\j\workspace\windows-TGrou---74aa877a\src\System.Net.Sockets\src\System\Net\Sockets\Socket.Tasks.cs:line 204  2018-03-06 18:53:48,816: INFO: proc(54): run_and_log_output: Output:    at System.Net.Sockets.NetworkStream.ReadAsync(Memory`1 destination, CancellationToken cancellationToken) in D:\j\workspace\windows-TGrou---74aa877a\src\System.Net.Sockets\src\System\Net\Sockets\NetworkStream.cs:line 762  2018-03-06 18:53:48,832: INFO: proc(54): run_and_log_output: Output:    at System.Net.Http.HttpConnection.FillAsync() in D:\j\workspace\windows-TGrou---74aa877a\src\System.Net.Http\src\System\Net\Http\SocketsHttpHandler\HttpConnection.cs:line 1209  2018-03-06 18:53:48,832: INFO: proc(54): run_and_log_output: Output:    at System.Runtime.CompilerServices.AsyncMethodBuilderCore.Start[TStateMachine](TStateMachine& stateMachine) in E:\A\_work\1250\s\src\mscorlib\src\System\Runtime\CompilerServices\AsyncMethodBuilder.cs:line 938  2018-03-06 18:53:48,832: INFO: proc(54): run_and_log_output: Output:    at System.Net.Http.HttpConnection.FillAsync()  2018-03-06 18:53:48,832: INFO: proc(54): run_and_log_output: Output:    at System.Net.Http.HttpConnection.ReadNextResponseHeaderLineAsync(Boolean foldedHeadersAllowed) in D:\j\workspace\windows-TGrou---74aa877a\src\System.Net.Http\src\System\Net\Http\SocketsHttpHandler\HttpConnection.cs:line 1161  2018-03-06 18:53:48,832: INFO: proc(54): run_and_log_output: Output:    at System.Runtime.CompilerServices.AsyncMethodBuilderCore.Start[TStateMachine](TStateMachine& stateMachine) in E:\A\_work\1250\s\src\mscorlib\src\System\Runtime\CompilerServices\AsyncMethodBuilder.cs:line 938  2018-03-06 18:53:48,832: INFO: proc(54): run_and_log_output: Output:    at System.Net.Http.HttpConnection.ReadNextResponseHeaderLineAsync(Boolean foldedHeadersAllowed)  2018-03-06 18:53:48,832: INFO: proc(54): run_and_log_output: Output:    at System.Net.Http.HttpConnection.SendAsyncCore(HttpRequestMessage request, CancellationToken cancellationToken) in D:\j\workspace\windows-TGrou---74aa877a\src\System.Net.Http\src\System\Net\Http\SocketsHttpHandler\HttpConnection.cs:line 471  2018-03-06 18:53:48,832: INFO: proc(54): run_and_log_output: Output:    at System.Threading.ExecutionContext.RunInternal(ExecutionContext executionContext, ContextCallback callback, Object state) in E:\A\_work\1250\s\src\mscorlib\shared\System\Threading\ExecutionContext.cs:line 166  2018-03-06 18:53:48,832: INFO: proc(54): run_and_log_output: Output:    at System.Runtime.CompilerServices.AsyncTaskMethodBuilder`1.AsyncStateMachineBox`1.MoveNext() in E:\A\_work\1250\s\src\mscorlib\src\System\Runtime\CompilerServices\AsyncMethodBuilder.cs:line 559  2018-03-06 18:53:48,832: INFO: proc(54): run_and_log_output: Output:    at System.Threading.Tasks.Task.RunContinuations(Object continuationObject) in E:\A\_work\1250\s\src\mscorlib\src\System\Threading\Tasks\Task.cs:line 3283  2018-03-06 18:53:48,832: INFO: proc(54): run_and_log_output: Output:    at System.Threading.Tasks.Task`1.TrySetResult(TResult result) in E:\A\_work\1250\s\src\mscorlib\src\System\Threading\Tasks\future.cs:line 421  2018-03-06 18:53:48,832: INFO: proc(54): run_and_log_output: Output:    at System.Runtime.CompilerServices.AsyncTaskMethodBuilder`1.SetExistingTaskResult(TResult result) in E:\A\_work\1250\s\src\mscorlib\src\System\Runtime\CompilerServices\AsyncMethodBuilder.cs:line 650  2018-03-06 18:53:48,832: INFO: proc(54): run_and_log_output: Output:    at System.Runtime.CompilerServices.AsyncValueTaskMethodBuilder`1.SetResult(TResult result) in E:\A\_work\1250\s\src\mscorlib\shared\System\Runtime\CompilerServices\AsyncValueTaskMethodBuilder.cs:line 169  2018-03-06 18:53:48,832: INFO: proc(54): run_and_log_output: Output:    at System.Net.Http.HttpConnection.ReadNextResponseHeaderLineAsync(Boolean foldedHeadersAllowed) in D:\j\workspace\windows-TGrou---74aa877a\src\System.Net.Http\src\System\Net\Http\SocketsHttpHandler\HttpConnection.cs:line 1163  2018-03-06 18:53:48,832: INFO: proc(54): run_and_log_output: Output:    at System.Threading.ExecutionContext.RunInternal(ExecutionContext executionContext, ContextCallback callback, Object state) in E:\A\_work\1250\s\src\mscorlib\shared\System\Threading\ExecutionContext.cs:line 166  2018-03-06 18:53:48,832: INFO: proc(54): run_and_log_output: Output:    at System.Runtime.CompilerServices.AsyncTaskMethodBuilder`1.AsyncStateMachineBox`1.MoveNext() in E:\A\_work\1250\s\src\mscorlib\src\System\Runtime\CompilerServices\AsyncMethodBuilder.cs:line 559  2018-03-06 18:53:48,832: INFO: proc(54): run_and_log_output: Output:    at System.Threading.Tasks.Task.RunContinuations(Object continuationObject) in E:\A\_work\1250\s\src\mscorlib\src\System\Threading\Tasks\Task.cs:line 3283  2018-03-06 18:53:48,832: INFO: proc(54): run_and_log_output: Output:    at System.Threading.Tasks.Task`1.TrySetResult(TResult result) in E:\A\_work\1250\s\src\mscorlib\src\System\Threading\Tasks\future.cs:line 421  2018-03-06 18:53:48,832: INFO: proc(54): run_and_log_output: Output:    at System.Runtime.CompilerServices.AsyncTaskMethodBuilder`1.SetExistingTaskResult(TResult result) in E:\A\_work\1250\s\src\mscorlib\src\System\Runtime\CompilerServices\AsyncMethodBuilder.cs:line 650  2018-03-06 18:53:48,832: INFO: proc(54): run_and_log_output: Output:    at System.Runtime.CompilerServices.AsyncTaskMethodBuilder.SetResult() in E:\A\_work\1250\s\src\mscorlib\src\System\Runtime\CompilerServices\AsyncMethodBuilder.cs:line 254  2018-03-06 18:53:48,832: INFO: proc(54): run_and_log_output: Output:    at System.Net.Http.HttpConnection.FillAsync() in D:\j\workspace\windows-TGrou---74aa877a\src\System.Net.Http\src\System\Net\Http\SocketsHttpHandler\HttpConnection.cs:line 1218  2018-03-06 18:53:48,832: INFO: proc(54): run_and_log_output: Output:    at System.Threading.ExecutionContext.RunInternal(ExecutionContext executionContext, ContextCallback callback, Object state) in E:\A\_work\1250\s\src\mscorlib\shared\System\Threading\ExecutionContext.cs:line 166  2018-03-06 18:53:48,832: INFO: proc(54): run_and_log_output: Output:    at System.Runtime.CompilerServices.AsyncTaskMethodBuilder`1.AsyncStateMachineBox`1.MoveNext() in E:\A\_work\1250\s\src\mscorlib\src\System\Runtime\CompilerServices\AsyncMethodBuilder.cs:line 559  2018-03-06 18:53:48,832: INFO: proc(54): run_and_log_output: Output:    at System.Net.Sockets.Socket.AwaitableSocketAsyncEventArgs.InvokeContinuation(Action`1 continuation, Object state, Boolean forceAsync) in D:\j\workspace\windows-TGrou---74aa877a\src\System.Net.Sockets\src\System\Net\Sockets\Socket.Tasks.cs:line 1027  2018-03-06 18:53:48,832: INFO: proc(54): run_and_log_output: Output:    at System.Net.Sockets.Socket.AwaitableSocketAsyncEventArgs.<>c.<.cctor>b__27_2(Object s, SocketAsyncEventArgs e) in D:\j\workspace\windows-TGrou---74aa877a\src\System.Net.Sockets\src\System\Net\Sockets\Socket.Tasks.cs:line 829  2018-03-06 18:53:48,832: INFO: proc(54): run_and_log_output: Output:    at System.Net.Sockets.SocketAsyncEventArgs.OnCompleted(SocketAsyncEventArgs e) in D:\j\workspace\windows-TGrou---74aa877a\src\System.Net.Sockets\src\System\Net\Sockets\SocketAsyncEventArgs.cs:line 207  2018-03-06 18:53:48,832: INFO: proc(54): run_and_log_output: Output:    at System.Net.Sockets.SocketAsyncEventArgs.ExecutionCallback(Object state) in D:\j\workspace\windows-TGrou---74aa877a\src\System.Net.Sockets\src\System\Net\Sockets\SocketAsyncEventArgs.cs:line 427  2018-03-06 18:53:48,832: INFO: proc(54): run_and_log_output: Output:    at System.Threading.ExecutionContext.RunInternal(ExecutionContext executionContext, ContextCallback callback, Object state) in E:\A\_work\1250\s\src\mscorlib\shared\System\Threading\ExecutionContext.cs:line 166  2018-03-06 18:53:48,832: INFO: proc(54): run_and_log_output: Output:    at System.Net.Sockets.SocketAsyncEventArgs.FinishOperationAsyncSuccess(Int32 bytesTransferred, SocketFlags flags) in D:\j\workspace\windows-TGrou---74aa877a\src\System.Net.Sockets\src\System\Net\Sockets\SocketAsyncEventArgs.cs:line 769  2018-03-06 18:53:48,832: INFO: proc(54): run_and_log_output: Output:    at System.Net.Sockets.SocketAsyncEventArgs.<>c.<.cctor>b__173_0(UInt32 errorCode, UInt32 numBytes, NativeOverlapped* nativeOverlapped) in D:\j\workspace\windows-TGrou---74aa877a\src\System.Net.Sockets\src\System\Net\Sockets\SocketAsyncEventArgs.Windows.cs:line 1169  2018-03-06 18:53:48,832: INFO: proc(54): run_and_log_output: Output:    at System.Threading._IOCompletionCallback.PerformIOCompletionCallback(UInt32 errorCode, UInt32 numBytes, NativeOverlapped* pOVERLAP) in E:\A\_work\1250\s\src\mscorlib\src\System\Threading\Overlapped.cs:line 101  ```
27783	area-System.Net	[Preview2] Make SocketsHttpHandler default Handler	We want to switch default HttpClientHandler to SocketsHttpHandler for 2.1 (starting with Preview2).    We need to keep the escape route to fall back to WinHttp & LibCurl handlers (when explicitly set).  Most relevant code is here:  https://github.com/dotnet/corefx/blob/master/src/System.Net.Http/src/System/Net/Http/HttpClientHandler.cs#L17-L37    Part of the task is also to:  1. Verify all CoreFX tests pass (esp. Data which depends on Http stack) - incl. outer loop CI legs  2. Verify that WCF tests pass (please work with Paulo & WCF team to run all their test suites, ideally prior to checkin)  3. Keep testing WinHttp & LibCurl handlers (e.g. change ManagedHandler Http test suite to PlatformHandler Http test suite)    cc @geoffkizer 
27781	area-System.Data	Fix the unhandled exception and test validation in manual tests	There are two changes in this PR.    1. Handle all the exception thrown by the thread in the thread itself, so that it doesn't crash the tests.  2. Add the check for additional error message that can be thrown if the Command is Canceled.     This was causing intermittent test crashes in Manual Test runs. 
27779	area-System.IO	Wildcard pattern is matching files incorrectly.	"Some MSBuild tests started failing against the latest .NET CLI preview because file pattern matching is returning unexpected results on Linux and Mac.      # Repro:    1. Create two files in the program output directory, `Foo.cs` and `Foo2.cs`  2. `dotnet run` the following:  ```C#  using System;  using System.IO;    namespace wildcards  {      class Program      {          static void Main(string[] args)          {              foreach (string path in Directory.EnumerateFiles(""."", ""????.cs""))              {                  Console.WriteLine(path);              }          }      }  }  ```    # Expected Result  Program should print out the path to `Foo2.cs` since its file name has four characters that match the four questions marks.  ```  /Users/UserA/Foo/bin/Debug/netcoreapp2.0/Foo2.cs  ```      # Actual Result  Program prints out the path to `Foo.cs` and `Foo2.cs` since `Foo2.cs` is the only file that matches `????.cs`    ```  /Users/UserA/Foo/bin/Debug/netcoreapp2.0/Foo.cs  /Users/UserA/Foo/bin/Debug/netcoreapp2.0/Foo2.cs  ```    # dotnet --info  ```  .NET Command Line Tools (2.1.300-preview2-008293)    Product Information:   Version:            2.1.300-preview2-008293   Commit SHA-1 hash:  68922e2a51    Runtime Environment:   OS Name:     ubuntu   OS Version:  16.04   OS Platform: Linux   RID:         ubuntu.16.04-x64   Base Path:   /home/jeff/msbuild/artifacts/.dotnet/2.1.300-preview2-008293/sdk/2.1.300-preview2-008293/    Host (useful for support):    Version: 2.1.0-preview2-26227-01    Commit:  86d1f92013    .NET Core SDKs installed:    2.1.300-preview2-008293 [/home/jeff/msbuild/artifacts/.dotnet/2.1.300-preview2-008293/sdk]    The.NET Core runtimes installed:    Microsoft.NETCore.App 2.1.0-preview2-26227-01 [/home/jeff/msbuild/artifacts/.dotnet/2.1.300-preview2-008293/shared]    Microsoft.AspNetCore.App 2.1.0-preview2-30171 [/home/jeff/msbuild/artifacts/.dotnet/2.1.300-preview2-008293/shared]    Microsoft.AspNetCore.All 2.1.0-preview2-30171 [/home/jeff/msbuild/artifacts/.dotnet/2.1.300-preview2-008293/shared]  ```"
27778	area-System.Net	Proposal: Implement useful properties in WebClient	"The following proposal is intended to make WebClient easier to use.    ```  WebClient wc = new WebClient();  wc.Timeout = 500; // Does not exist - Requires overloads  wc.UserAgent = ""Awesome WebClient User Agent""; // Hidden behind .Headers[""User-Agent""]  wc.ContentType = ""application/x-www-form-urlencoded""; // Hidden behind .Headers[""Content-Type""] / .Headers[HttpRequestHeader.ContentType]  wc.Cookie = ""val=someSessionValue""; // Hidden behind .Headers[""Cookie""]  ```"
27777	area-System.Net	Fix NullReferenceException when using client certs with ClientWebSocket	Fixes https://github.com/dotnet/corefx/issues/27768  Contributes to https://github.com/dotnet/corefx/issues/12038 (necessary to test the fix well)  cc: @geoffkizer, @davidsh, @rmkerr, @caesar1995     
27776	area-System.Security	RSA incompatibility between full framework and .net core?	"I have a problem when working with RSA in .NET Full framework (4.6.2) and .net core 2. There is an existing full framework application that encrypts and decrypts files using certificates. The goal is to create a compatible .net core application that can exchange encrypted files with the existing application.     In short, an symmetrical AES key is used to encrypt the actual file data. The AES key is then encrypted with the receivers public RSA key.    I got it working 3/4 of the way. That is:   * The full framework application can (of course) encrypt files and decrypt them.   * The .net core application can encrypt files and decrypt them.  *  The .net core application can encrypt files, which can be decrypted with the full framework application.  *  The .net core application **cannot** decrypt files, which have been encrypted with the full framework application.    In the last case I get an `WindowsCryptographicException` with the message `The parameter is incorrect` (internally its Error code 87).    The full 4.6.2 framework application uses the certificate of the receiver as such:    ```  var rsa = receiverCertificate.PublicKey.Key as RSACryptoServiceProvider;  // *snip* create AES key  var encryptedAesKey = rsa.Encrypt(aesManaged.Key, false);  ```    When decrypting, it does the following:  ```  var rsa = receiverCertificate.PrivateKey as RSACryptoServiceProvider;  // *snip* extract encrypted aes key from encrypted file  var decryptedKey = rsa.Decrypt(encryptedKey, false);  ```    Now, in .net core it is not possible to cast the key directly to `RSACryptoServiceProvider`.  To re-use most of the existing code and port that over to .NET core I wrote these two extension methods to get an `RSACryptoServiceProvider` out of the keys, like this:    ```  public static RSACryptoServiceProvider GetPublicKeyRsaCryptoServiceProvider(this X509Certificate2 certificate)  {     // Get params from public key     var rsa = certificate.GetRSAPublicKey();     var rsaParameters = rsa.ExportParameters(false);       var csp = new RSACryptoServiceProvider(rsa.KeySize, new CspParameters()     {        ProviderType = 24,        ProviderName = ""Microsoft Enhanced RSA and AES Cryptographic Provider"",     });     csp.ImportParameters(rsaParameters);       return rsacsp;  }    public static RSACryptoServiceProvider GetPrivateKeyRsaCryptoServiceProvider(this X509Certificate2 certificate)  {     // Get params from private key     var rsa = certificate.GetRSAPrivateKey();     var rsaParameters = rsa.ExportParameters(true);       var csp = new RSACryptoServiceProvider(rsa.KeySize, new CspParameters()     {        ProviderType = 24,        ProviderName = ""Microsoft Enhanced RSA and AES Cryptographic Provider"",     });     csp.ImportParameters(rsaParameters);         return rsacsp;  }  ```    The only lines I changed while porting the existing code over to .net core were the lines that casted the public/private key to `RSACryptoServiceProvider `and replaced the casts with calls to my extension methods.  Before changing more and to completely move over to the RSA class from `RSACryptoServiceProvider`, so that the .net core application can eventually run on other OSes, I want this to work first in a full roundtrip.  For additional info: I get hold of the `X509Certificate2` instance like this:    ```  using (var myStore = new X509Store(StoreName.My, StoreLocation.CurrentUser))  {     myStore.Open(OpenFlags.ReadOnly);     var certs = myStore.Certificates.Find(X509FindType.FindByKeyUsage,    X509KeyUsageFlags.DataEncipherment.ToString(), true);     return certs.FirstOrDefault(c => c.Subject.Contains(""receiver""));  }  ```    The error is thrown in the actual call to `RSACryptoServiceProvider.Decrypt()`, when it goes through the `CapiHelper.Decrypt()` into `CapiHelper.Interop.CryptDecrypt()` which returns with the error code.  "
27775	area-System.Net	Activity for HttpClient calls not stopped if inner handler does not use async/await (PR 2)	"Note: This is a new version of #27472. I restored my branch but the PR didn't pick up the new commits. Sorry for that.    Original description from #27472:    I've been writing some `DiagnosticSource`/`Activity` based instrumentation for HttpClient. [In my unit tests](https://github.com/cwe1ss/opentracing-contrib-dotnet/blob/ba20de4ba57e43cb685083e3c0b2b19022ce067e/test/OpenTracing.Contrib.AspNetCore.Tests/HttpOut/HttpOutInterceptorTest.cs) I've created a HttpMessageHandler and wrapped it with the existing `DiagnosticsHandler` (by using reflection, so in an unsupported way) to test the different scenarios.    However, I noticed that if my handler doesn't use `async/await`, the `DiagnosticsHandler` does NOT raise the Diagnostics-events for `System.Net.Http.Exception` and `System.Net.Http.HttpRequestOut.Stop` because the invocation is outside of the try...catch block.    E.g. if DiagnosticsHandler is using an inner handler that looks like this, it does NOT raise the events:  ```csharp  public class FailingHttpMessageHandler : HttpMessageHandler  {      protected override Task<HttpResponseMessage> SendAsync(HttpRequestMessage request, CancellationToken cancellationToken)      {          throw new InvalidOperationException(""foo"");      }  }  ```    It only works, if I change the code as follows:  ```csharp  public class FailingHttpMessageHandler : HttpMessageHandler  {      protected override async Task<HttpResponseMessage> SendAsync(HttpRequestMessage request, CancellationToken cancellationToken)      {          await Task.CompletedTask;          throw new InvalidOperationException(""foo"");      }  }  ```    My direct usage of DiagnosticsHandler is obviously a hack as it is internal and AFAIU in a regular application `DiagnosticsHandler` is an internal feature of `HttpClientHandler` so there shouldn't be any user code after it but nevertheless, I think that it would make sense to move the call from this PR into the try..catch block.    /cc @lmolkova @vancem"
27774	area-System.Memory	Cleanup use of nuint in portable System.Memory implementation	From https://github.com/dotnet/corefx/pull/27757#discussion_r172514619    SpanHelpers.cs is included in portable System.Memory. It does not work - files that use nuint can be used for fast Span only. They cannot be used for portable System.Memory. Portable System.Memory is not compiled bitness specific.
